SubjID,ListNumb,ConditionID,TargID,Naming Error (Y/N),Scene Setting (Y/N),Source Mention (Y/N),SourceMenType,Goal Mention (Y/N,GoalMenType,Mention Order,Manner of Motion,Coding Notes,Coder Initials
S33R,L2,NCG,Targ6,n,n,n,,y,to-pp,Goal Only,flies,,SCF
S33R,L2,NCG,Targ4,n,n,y,from-pp,n,,Source Only,get,"""A bee getting pollen from a flower""",SCF
S33R,L2,NCG,Targ12,n,n,n,,y,into-pp,Goal Only,goes,,SCF
S33R,L2,NCG,Targ8,n,n,n,,n,,none,flies,"doesn't treat this as motion event between two objects: mentions the goal, but doesn't say that it's teh goal",SCF
S33R,L2,NCG,Targ18,n,n,n,,y,to-pp,Goal Only,crawls,,SCF
S33R,L2,NCG,Targ11,n,n,n,,y,on-pp,Goal Only,lands,,SCF
S33R,L2,NCG,Targ14,n,n,n,,n,,none,drives,"doesn't treat this as motion event between two objects: a red sports car driving past a shop. mentions the goal, but doesn't say that it's the goal",SCF
S33R,L2,NCG,Targ16,y,n,n,,n,,none,goes,"doesn't treat this as motion event between two objects: a robber going down the stairs. should be ladder - mentions it, but doesn't say that it's the goal",SCF
S33R,L2,NCG,Targ1,n,n,n,,y,onto-pp,Goal Only,jumps,,SCF
S33R,L2,NCG,Targ9,n,n,n,,n,,none,slithers, doesn't treat this as motion event between two objects: a snake slithering outside,SCF
S33R,L2,NCG,Targ3,n,n,n,,n,,none,goes, doesn't treat this as motion event between two objects:a puppy going to get a drink of water,SCF
S33R,L2,NCG,Targ10,n,n,n,,n,,none,flies," doesn't treat this as motion event between two objects: a bird flying over a tent. mentions the goal, but doesn't say that this is the goal",SCF
S34R,L3,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,HC
S34R,L3,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,HC
S34R,L3,NCG,Targ17,n,n,y,to-part,y,to-pp,Goal-Source,goes,"""She went to the trash can, and then she went back to the refrigerator""",HC
S34R,L3,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,HC
S34R,L3,NCG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,HC
S34R,L3,NCG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,HC
S34R,L3,NCG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,HC
S34R,L3,NCG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,HC
S34R,L3,NCG,Targ12,y,n,y,from-pp,y,to-pp,Source-Goal,swims,didn't know name for submarine,HC
S34R,L3,NCG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,HC
S34R,L3,NCG,Targ18,,,,,,,,,accidentally pressed key to fast - skipped through video,HC
S34R,L3,NCG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,goes ,,HC
S34R,L3,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,HC
S34R,L3,NCG,Targ16,n,y,y,from-pp,y,to-pp,Source-Goal,goes ,,HC
S34R,L3,NCG,Targ1,n,n,y,from-pp,y,onto-pp,Source-Goal,leaps,,HC
S34R,L3,NCG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,HC
S34R,L3,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,Said she wasn't sure if dogs gallop or crawl,HC
S34R,L3,NCG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,HC
S35R,L1,NCG,Targ13,n,n,y,from-pp,y,towards-pp,Source-Goal,crawls,,SCF
S35R,L1,NCG,Targ2,n,n,y,from-pp,y,towards-pp,Source-Goal,runs,,SCF
S35R,L1,NCG,Targ17,n,y,n,,y,other,Goal Only,reaches,"describes the room then says ""waitress reaches the trashcan"" omiting the source",SCF
S35R,L1,NCG,Targ7,n,n,y,from-pp,y,towards-pp,Source-Goal,walks,,SCF
S35R,L1,NCG,Targ5,n,y,y,from-pp,y,towards-pp,Source-Goal,flies,"""Butterfly flies from left to right. On the left is a streetlight then on the right there is a chair, so the butterfly is flying towards the chair",SCF
S35R,L1,NCG,Targ15,n,n,y,from-pp,y,towards-pp,Source-Goal,hops,,SCF
S35R,L1,NCG,Targ6,n,n,y,from-pp,y,towards-pp,Source-Goal,moves,,SCF
S35R,L1,NCG,Targ4,n,n,y,from-pp,y,towards-pp,Source-Goal,travels,"""There is a purple flower on the left and on the right there is a beehive. The bee travels from the flowers to where the other bees are, the beehive""",SCF
S35R,L1,NCG,Targ12,n,y,y,from-pp,y,towards-pp,Source-Goal,travels,,SCF
S35R,L1,NCG,Targ8,n,y,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S35R,L1,NCG,Targ18,n,y,y,from-pp,y,towards-pp,Source-Goal,travels,,SCF
S35R,L1,NCG,Targ11,n,y,y,from-pp,y,towards-pp,Source-Goal,launches,,SCF
S35R,L1,NCG,Targ14,n,y,y,from-pp,y,to-pp,Source-Goal,travels,,SCF
S35R,L1,NCG,Targ16,n,y,y,from-pp,y,to-pp,Source-Goal,travels,,SCF
S35R,L1,NCG,Targ1,n,y,y,from-pp,y,towards-pp,Source-Goal,jumps,,SCF
S35R,L1,NCG,Targ9,n,y,y,from-pp,y,towards-pp,Source-Goal,travels,,SCF
S35R,L1,NCG,Targ3,n,y,y,from-pp,y,towards-pp,Source-Goal,runs,,SCF
S35R,L1,NCG,Targ10,n,y,y,from-pp,y,towards-pp,Source-Goal,travels,,SCF
S36R,L2,NCG,Targ13,n,n,n,,n,,none,moves,doesn't interpret as a motion event between two objects:,HC
S36R,L2,NCG,Targ2,n,n,n,,y,towards-pp,Goal Only,gallops,,HC
S36R,L2,NCG,Targ17,n,n,n,,n,,none,throws away,"doesn't interpret as a motion event between two objects: ""Throws the food away""",HC
S36R,L2,NCG,Targ7,y,n,n,,n,,none,moves,doesn't interpret as a motion event between two objects,HC
S36R,L2,NCG,Targ5,n,n,n,,y,towards-pp,Goal Only,goes ,,HC
S36R,L2,NCG,Targ15,n,n,n,,n,,none,jumps,doesn't interpret as a motion event between two objects,HC
S36R,L2,NCG,Targ6,n,n,n,,y,towards-pp,Goal Only,moves,,HC
S36R,L2,NCG,Targ4,n,n,n,,y,towards-pp,Goal Only,goes,,HC
S36R,L2,NCG,Targ12,n,n,n,,n,,none,moves,doesn't interpret as a motion event between two objects:,HC
S36R,L2,NCG,Targ8,n,n,n,,n,,none,flies,doesn't interpret as a motion event between two objects:,HC
S36R,L2,NCG,Targ18,n,n,n,,n,,none,scurries ,doesn't interpret as a motion event between two objects:,HC
S36R,L2,NCG,Targ11,n,n,n,,y,on-pp,Goal Only,lands ,,HC
S36R,L2,NCG,Targ14,n,n,n,,n,,none,moves,,HC
S36R,L2,NCG,Targ16,n,n,n,,n,,none,moves,doesn't interpret as a motion event between two objects,HC
S36R,L2,NCG,Targ1,n,n,n,,n,,none,leaps,,HC
S36R,L2,NCG,Targ9,n,n,n,,n,,none,moves ,,HC
S36R,L2,NCG,Targ3,n,n,n,,n,,none,runs,,HC
S36R,L2,NCG,Targ10,n,n,n,,n,,none,flies,"mentions direction ""down"", but does not reference any objects",HC
S37R,L1,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,SCF
S37R,L1,CG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,SCF
S37R,L1,CG,Targ17,n,y,y,from-pp,y,to-pp,Source-Goal,moves,,SCF
S37R,L1,CG,Targ7,n,y,y,from-pp,y,to-pp,Source-Goal,walks,,SCF
S37R,L1,CG,Targ5,n,y,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S37R,L1,CG,Targ15,n,y,y,from-pp,y,to-pp,Source-Goal,conjoined,starts + goes + travel,SCF
S37R,L1,CG,Targ6,n,y,y,from-pp,y,to-pp,Source-Goal,conjoined,"starts + takes + goes :""Fairy starts from the castle on the bottom left and instead of taking a direct path like instead of taking the hypotenuse to the rainbow it goes 90 degrees to the right and 90 degrees up to the rainbow""",SCF
S37R,L1,CG,Targ4,n,y,y,from-pp,y,to-part,Source-Goal,goes,,SCF
S37R,L1,CG,Targ12,n,y,y,from-pp,y,towards-pp,Source-Goal,moves,"starts + moves + arrives: ""The submarine starts from the shipwreck on the right then moves towards the cave not in a linear fashion but in a zig zag motion a singular zig zag moves like down up then down then it arrived""",SCF
S37R,L1,CG,Targ8,n,y,y,from-pp,y,to-part,Source-Goal,moves,"""down to the left to the hosue""",SCF
S37R,L1,CG,Targ18,n,y,y,from-part,y,to-part,Source-Goal,conjoined,"starts + goes ""The rat starts from underneath the slide and then goes down in a straight line and then kind of curves down to the left to go underneath the red bench",SCF
S37R,L1,CG,Targ11,n,y,y,other-pp,y,towards-pp,Source-Goal,goes,it starts by the space station ... goes towards the planet on the bottom left by like turning clockwise 90 degress.. and then lands on the planet,SCF
S37R,L1,CG,Targ14,n,y,y,from-pp,y,to-pp,Source-Goal,moves,,SCF
S37R,L1,CG,Targ16,n,y,y,from-pp,y,to-pp,Source-Goal,conjoined,moves + walks + runs,SCF
S37R,L1,CG,Targ1,n,y,y,from-pp,y,to-pp,Source-Goal,conjoined,moves + goes,SCF
S37R,L1,CG,Targ9,n,y,y,from-pp,y,to-pp,Source-Goal,moves,,SCF
S37R,L1,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,SCF
S37R,L1,CG,Targ10,n,y,y,from-pp,y,to-pp,Source-Goal,moves,,SCF
S38R,L2,CG,Targ13,n,n,y,from-pp,y,to-part,Source-Goal,crawls,,MLD
S38R,L2,CG,Targ2,n,n,y,from-pp,y,to-part,Source-Goal,gallops,,MLD
S38R,L2,CG,Targ17,n,n,y,from-pp,y,to-part,Source-Goal,walks,,MLD
S38R,L2,CG,Targ7,n,n,y,from-pp,y,to-part,Source-Goal,walks,,MLD
S38R,L2,CG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S38R,L2,CG,Targ15,n,n,y,from-part,y,to-part,Source-Goal,bounces,,MLD
S38R,L2,CG,Targ6,n,n,y,from-pp,y,into-pp,Source-Goal,ascends,,MLD
S38R,L2,CG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S38R,L2,CG,Targ12,n,n,y,from-pp,y,v-np,Source-Goal,conjoined,moves + explores,MLD
S38R,L2,CG,Targ8,n,n,y,from-part,y,to-pp,Source-Goal,flies,,MLD
S38R,L2,CG,Targ18,n,n,y,from-part,y,to-part,Source-Goal,crawls,,MLD
S38R,L2,CG,Targ11,n,n,y,from-pp,y,to-part,Source-Goal,conjoined,goes + goes,MLD
S38R,L2,CG,Targ14,n,n,y,from-pp,y,other,Source-Goal,drives,"interprets as a return event: ""drives from a store back home""",MLD
S38R,L2,CG,Targ16,n,n,n,,y,to-pp,Goal Only,tiptoes,,MLD
S38R,L2,CG,Targ1,n,n,y,from-pp,y,onto-pp,Source-Goal,hops,,MLD
S38R,L2,CG,Targ9,n,n,y,from-pp,y,other-pp,Source-Goal,conjoined,"crawls + slithers; other-pp = ""behind the bush""",MLD
S38R,L2,CG,Targ3,n,n,y,from-pp,y,to-part,Goal-Source,prances,,MLD
S38R,L2,CG,Targ10,n,n,y,on-pp,y,to-part,Source-Goal,goes,,MLD
S39R,L3,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S39R,L3,CG,Targ2,n,n,y,from-pp,y,to-part,Source-Goal,gallops,,MLD
S39R,L3,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S39R,L3,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S39R,L3,CG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,conjoined,flies + does loop,MLD
S39R,L3,CG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,describes hopping more specifically,MLD
S39R,L3,CG,Targ6,n,n,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S39R,L3,CG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,meanders,also describes flight path,MLD
S39R,L3,CG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,moves,also describes flight path at end,MLD
S39R,L3,CG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,goes,also describes flight path,MLD
S39R,L3,CG,Targ18,n,n,y,from-pp,y,under-pp,Source-Goal,conjoined,appears to fall + scurries,MLD
S39R,L3,CG,Targ11,n,n,y,v-np,y,on-pp,Source-Goal,conjoined,leave + ascends + lands,MLD
S39R,L3,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S39R,L3,CG,Targ16,n,n,y,from-pp,y,to-pp,Source-Goal,does + manner,does high-knees,MLD
S39R,L3,CG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,makes + manner,makes a leap,MLD
S39R,L3,CG,Targ9,n,n,y,from-part,y,to-pp,Source-Goal,slithers,,MLD
S39R,L3,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,prances,,MLD
S39R,L3,CG,Targ10,n,n,y,from-part,y,to-pp,Source-Goal,jumps,,MLD
S40R,L3,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,HC
S40R,L3,NCG,Targ2,n,n,n,,y,other-pp,Goal Only,runs,"other-pp = ""in front of""",HC
S40R,L3,NCG,Targ17,n,n,n,,y,to-pp,Goal Only,walks ,,HC
S40R,L3,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks ,,HC
S40R,L3,NCG,Targ5,n,n,n,,y,other-pp,Goal Only,flies,"other-pp = ""near""",HC
S40R,L3,NCG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,HC
S40R,L3,NCG,Targ6,n,n,y,from-part,y,to-pp,Source-Goal,comes ,,HC
S40R,L3,NCG,Targ4,n,n,n,,y,to-part,Goal Only,flies,"interprets this as a return event; ""flying back to""",HC
S40R,L3,NCG,Targ12,n,n,n,,y,to-pp,Goal Only,goes,,HC
S40R,L3,NCG,Targ8,n,n,n,,n,,none,flies,doesn't interpret this as a motion event between two objects,HC
S40R,L3,NCG,Targ18,n,n,n,,n,,none,is,doesn't interpret this as a motion event between two objects,HC
S40R,L3,NCG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,launches,doesn't interpret this as a motion event between two objects,HC
S40R,L3,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,HC
S40R,L3,NCG,Targ16,n,n,n,,n,,none,tiptoes,doesn't interpret this as a motion event between two objects,HC
S40R,L3,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,HC
S40R,L3,NCG,Targ9,n,n,n,,n,,none,is,doesn't interpret this as a motion event between two objects,HC
S40R,L3,NCG,Targ3,n,n,n,,n,,none,jumps,doesn't interpret this as a motion event between two objects,HC
S40R,L3,NCG,Targ10,n,n,n,,y,to-part,Goal Only,conjoined,flies + lands,HC
S41R,L1,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,SCF
S41R,L1,NCG,Targ2,n,n,n,,y,to-pp,Goal Only,brings,,SCF
S41R,L1,NCG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,SCF
S41R,L1,NCG,Targ7,n,y,y,from-pp,y,to-pp,Source-Goal,walks,,SCF
S41R,L1,NCG,Targ5,n,y,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S41R,L1,NCG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,SCF
S41R,L1,NCG,Targ6,n,n,y,from-pp,y,to-part,Source-Goal,flies,,SCF
S41R,L1,NCG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S41R,L1,NCG,Targ12,n,n,n,,n,,none,is,"Not a motion event: ""There is a submarine and a sunken ship""",SCF
S41R,L1,NCG,Targ8,n,n,y,from-part,y,to-pp,Source-Goal,flies,,SCF
S41R,L1,NCG,Targ18,n,n,y,from-pp,y,to-part,Source-Goal,moves,,SCF
S41R,L1,NCG,Targ11,n,n,n,,y,on-pp,Goal Only,lands,"Not between two reference objects: ""A rocket ship is landing on a planet""",SCF
S41R,L1,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,SCF
S41R,L1,NCG,Targ16,y,n,n,,y,towards-pp,Goal Only,moves,"Not between two reference objects: ""A bad guy is moving towards the chimney""",SCF
S41R,L1,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,SCF
S41R,L1,NCG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers,,SCF
S41R,L1,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,SCF
S41R,L1,NCG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S42R,L2,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,HC
S42R,L2,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,rides,,HC
S42R,L2,NCG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,conjoined,holds + walks,HC
S42R,L2,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks ,,HC
S42R,L2,NCG,Targ5,n,y,n,,y,on-pp,Goal Only,lands,,HC
S42R,L2,NCG,Targ15,n,y,y,from-pp,y,to-pp,Source-Goal,hops,,HC
S42R,L2,NCG,Targ6,n,n,y,other-pp,y,to-part,Source-Goal,conjoined,rides + goes ,HC
S42R,L2,NCG,Targ4,n,n,y,from-pp,y,on-pp,Source-Goal,conjoined,flies + lands,HC
S42R,L2,NCG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,HC
S42R,L2,NCG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies ,,HC
S42R,L2,NCG,Targ18,n,n,y,from-part,y,to-part,Source-Goal,goes,,HC
S42R,L2,NCG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,HC
S42R,L2,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,HC
S42R,L2,NCG,Targ16,n,n,y,from-part,y,to-pp,Source-Goal,walks ,,HC
S42R,L2,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,HC
S42R,L2,NCG,Targ9,n,n,y,from-part,y,to-part,Source-Goal,goes ,,HC
S42R,L2,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs ,,HC
S42R,L2,NCG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,HC
S43R,L3,NCG,Targ13,n,n,n,,y,towards-pp,Goal Only,crawls,,SCF
S43R,L3,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,SCF
S43R,L3,NCG,Targ17,n,y,y,from-pp,y,to-pp,Source-Goal,walks,,SCF
S43R,L3,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,SCF
S43R,L3,NCG,Targ5,n,n,n,,y,towards-pp,Goal Only,goes,,SCF
S43R,L3,NCG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,SCF
S43R,L3,NCG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,SCF
S43R,L3,NCG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,SCF
S43R,L3,NCG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,SCF
S43R,L3,NCG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S43R,L3,NCG,Targ18,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,SCF
S43R,L3,NCG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S43R,L3,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,SCF
S43R,L3,NCG,Targ16,n,n,n,,y,towards-pp,Source-Goal,prances,,SCF
S43R,L3,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,SCF
S43R,L3,NCG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,SCF
S43R,L3,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,SCF
S43R,L3,NCG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S44R,L1,CG,Targ13,n,n,n,,n,,none,crawls,doesn't interpret this as a motion event between two objects,HC
S44R,L1,CG,Targ2,n,n,n,,n,,none,gallops,doesn't interpret this as a motion event between two objects,HC
S44R,L1,CG,Targ17,n,n,n,,y,to-pp,Goal Only,takes,doesn't treat this as a motion event between two objects: treats this as a carrying/throwing event,HC
S44R,L1,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks ,,HC
S44R,L1,CG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,HC
S44R,L1,CG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,HC
S44R,L1,CG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,HC
